Exit Trade Id,Column,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Exit Timestamp,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status,Position Id
0,0,13477.682579673683,2025-08-07 07:00:00+00:00,0.7416706499999999,3.998400639744432,2025-08-08 12:00:00+00:00,0.7866065000000001,4.240653088843236,597.392069019245,0.05976310258468527,Long,Closed,0
1,0,13053.705926097988,2025-08-09 05:00:00+00:00,0.81150555,4.237261922837206,2025-08-10 06:00:00+00:00,0.8099948,4.229373568347422,-28.187521719037672,-0.002660918511278124,Long,Closed,1
2,0,13080.265956304465,2025-08-10 18:00:00+00:00,0.80770365,4.225991422350489,2025-08-12 10:00:00+00:00,0.7690153000000001,4.023569859386907,-514.3034686923284,-0.04868002958758436,Long,Closed,2
3,0,12679.361097335157,2025-08-12 12:00:00+00:00,0.7926961499999999,4.020352290526716,2025-08-15 15:00:00+00:00,0.9237379000000001,4.68496255735763,1652.8203522288368,0.1644453254629787,Long,Closed,3
4,0,12193.465671782911,2025-08-15 22:00:00+00:00,0.95977965,4.6812160858989955,2025-08-16 09:00:00+00:00,0.91983985,4.486414253805177,-496.17221057757956,-0.042396864530311634,Long,Closed,4
5,0,12168.892624520611,2025-08-16 22:00:00+00:00,0.9209602499999999,4.4828265574797115,2025-08-17 18:00:00+00:00,0.9533231,4.64035457615005,384.69686553983723,0.03432627701358456,Long,Closed,5
6,0,12536.049051888434,2025-08-18 17:00:00+00:00,0.9246620999999998,4.6366437768083415,2025-08-19 14:00:00+00:00,0.8962516500000001,4.494181858894378,-365.28562042192453,-0.031512933751691355,Long,Closed,6
7,0,13085.55037632913,2025-08-22 05:00:00+00:00,0.85792875,4.4905879509697115,2025-08-22 10:00:00+00:00,0.841579,4.405009760064278,-222.84107497642202,-0.019849612336688808,Long,Closed,7
8,0,12170.210018637175,2025-08-22 14:00:00+00:00,0.9041518499999998,4.401487161294426,2025-08-23 02:00:00+00:00,0.9007494,4.38492374886457,-50.19494198806908,-0.004561634751949832,Long,Closed,8
9,0,11870.398998917628,2025-08-24 17:00:00+00:00,0.92276115,4.381417212480301,2025-08-25 00:00:00+00:00,0.8957519,4.253172982815426,-329.24516435681136,-0.030058325732504016,Long,Closed,9
10,0,11514.985851523217,2025-08-25 02:00:00+00:00,0.9226611,4.249771804899865,2025-08-25 05:00:00+00:00,0.89745105,4.133654457273862,-298.6767953283658,-0.028112266638313774,Long,Closed,10
11,0,11869.708779734843,2025-08-28 05:00:00+00:00,0.86993475,4.1303488559478865,2025-08-28 15:00:00+00:00,0.8587704,4.077341822662562,-140.7252738936412,-0.013628415303561306,Long,Closed,11
12,0,12408.719011508765,2025-08-30 22:00:00+00:00,0.8208101999999999,4.074081253431359,2025-08-31 10:00:00+00:00,0.82028965,4.071497509959548,-14.604937444831698,-0.0014339367858731903,Long,Closed,12
13,0,12272.752958030946,2025-08-31 20:00:00+00:00,0.82871415,4.0682416143099545,2025-08-31 22:00:00+00:00,0.82028965,4.026884891391868,-111.48693380063274,-0.010961682650163444,Long,Closed,13
14,0,11994.911252220125,2025-09-01 07:00:00+00:00,0.8386190999999998,4.023664671565712,2025-09-02 16:00:00+00:00,0.81189385,3.8954378707893276,-328.4861044857497,-0.03265541552774057,Long,Closed,14
15,0,11884.095728694785,2025-09-02 17:00:00+00:00,0.8188092,3.892322766534562,2025-09-03 07:00:00+00:00,0.83008475,3.945922652771872,126.16147017437889,0.012965160161854625,Long,Closed,15
16,0,11720.190276144427,2025-09-03 15:00:00+00:00,0.8410202999999999,3.94276717683897,2025-09-03 16:00:00+00:00,0.8378,0.0,-41.685295923105514,-0.004229039560638185,Long,Open,16
